date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh_x,sot_x,dist_x,fk_x,pk_x,pkatt_x,sh_y,sot_y,dist_y,fk_y,pk_y,pkatt_y,season,team,poss_x,poss_y,succ%_x,cpa_x,succ%_y,cpa_y,kp,1/3,ppa,crspa,prog,sca_x,passlive_x,to_x,sca_y,tkl_x,tkl_x.1,tklw_x,def 3rd_x,tkl%_x,blocks_x,int_x,err_x,tkl_y,tkl_y.1,tklw_y,def 3rd_y,tkl%_y,blocks_y,int_y,err_y,venue_code,opp_code,hour,day_code,referee_code,formation_code,captain_code,target
2023-05-02,20:00,Premier League,Matchweek 34,Tue,Away,L,1.0,3.0,Arsenal,0.8,1.7,45.0,60144.0,César Azpilicueta,4-3-3,Robert Jones,7.0,4.0,17.2,0.0,0.0,0.0,16.0,9.0,13.0,0.0,0.0,0.0,2021.0,Chelsea,62.0,62.0,39.5,6.0,42.9,2.0,4.0,8.0,2.0,1.0,8.0,27.0,19.0,3.0,13.0,22.0,8.0,13.0,9.0,53.3,10.0,9.0,0.0,13.0,7.0,8.0,5.0,38.9,6.0,7.0,0.0,0,0,20,1,25,16,41,0
2023-05-06,15:00,Premier League,Matchweek 35,Sat,Away,W,3.0,1.0,Bournemouth,1.3,1.2,65.0,10357.0,Thiago Silva,4-3-3,John Brooks,11.0,5.0,16.9,0.0,0.0,0.0,10.0,4.0,14.5,0.0,0.0,0.0,2021.0,Chelsea,59.0,59.0,40.0,6.0,52.4,5.0,8.0,7.0,5.0,1.0,10.0,17.0,16.0,0.0,10.0,11.0,7.0,8.0,7.0,33.3,17.0,9.0,0.0,14.0,5.0,7.0,7.0,41.7,10.0,9.0,0.0,0,2,15,5,10,16,162,1
2023-05-13,15:00,Premier League,Matchweek 36,Sat,Home,D,2.0,2.0,Nott'ham Forest,1.2,1.3,75.0,40030.0,Thiago Silva,4-3-3,Paul Tierney,14.0,6.0,17.4,1.0,0.0,0.0,11.0,2.0,11.2,0.0,0.0,0.0,2021.0,Chelsea,57.0,57.0,36.7,5.0,50.0,3.0,5.0,15.0,5.0,1.0,19.0,23.0,18.0,1.0,22.0,15.0,9.0,11.0,2.0,69.2,12.0,13.0,0.0,20.0,9.0,11.0,11.0,45.0,11.0,15.0,1.0,1,20,15,5,22,16,162,0
2023-05-21,16:00,Premier League,Matchweek 37,Sun,Away,L,0.0,1.0,Manchester City,1.2,1.2,36.0,53490.0,César Azpilicueta,3-4-1-2,Michael Oliver,13.0,6.0,15.7,1.0,0.0,0.0,15.0,2.0,18.8,0.0,0.0,0.0,2021.0,Chelsea,52.0,52.0,45.0,8.0,58.1,2.0,5.0,13.0,5.0,0.0,22.0,21.0,15.0,1.0,31.0,18.0,10.0,10.0,11.0,58.8,14.0,18.0,0.0,15.0,8.0,9.0,4.0,66.7,14.0,4.0,0.0,0,16,16,6,18,3,41,0
2023-05-25,20:00,Premier League,Matchweek 32,Thu,Away,L,1.0,4.0,Manchester Utd,1.9,5.2,58.0,73561.0,César Azpilicueta,4-3-3,Stuart Attwell,14.0,5.0,19.2,0.0,0.0,0.0,17.0,8.0,15.3,0.0,1.0,1.0,2021.0,Chelsea,68.0,68.0,44.0,7.0,42.9,3.0,10.0,23.0,8.0,3.0,17.0,36.0,23.0,1.0,18.0,12.0,5.0,8.0,8.0,55.6,10.0,9.0,0.0,24.0,10.0,12.0,19.0,52.6,21.0,14.0,1.0,0,17,20,3,31,16,41,0
2023-05-28,16:30,Premier League,Matchweek 38,Sun,Home,D,1.0,1.0,Newcastle Utd,2.2,1.7,64.0,40130.0,César Azpilicueta,4-2-3-1,Jarred Gillett,22.0,4.0,17.8,1.0,0.0,0.0,13.0,4.0,17.1,0.0,0.0,0.0,2021.0,Chelsea,69.0,69.0,46.2,7.0,45.8,3.0,4.0,21.0,5.0,1.0,13.0,46.0,36.0,2.0,8.0,22.0,5.0,16.0,12.0,41.7,8.0,8.0,1.0,34.0,13.0,19.0,14.0,28.3,14.0,13.0,0.0,1,18,16,6,9,12,41,0
2022-08-06,15:00,Premier League,Matchweek 1,Sat,Away,L,1.0,2.0,Leeds United,1.3,0.8,60.0,36347.0,Rúben Neves,4-2-3-1,Robert Jones,15.0,6.0,18.9,0.0,0.0,0.0,12.0,4.0,18.6,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,49.0,49.0,66.7,5.0,55.0,4.0,5.0,16.0,10.0,1.0,31.0,23.0,17.0,3.0,9.0,22.0,8.0,17.0,9.0,40.0,12.0,8.0,0.0,15.0,7.0,7.0,5.0,35.0,12.0,16.0,0.0,0,12,15,5,25,12,152,0
2022-08-13,15:00,Premier League,Matchweek 2,Sat,Home,D,0.0,0.0,Fulham,0.9,1.5,59.0,31178.0,Rúben Neves,4-2-3-1,John Brooks,7.0,1.0,18.7,1.0,0.0,0.0,8.0,2.0,15.7,0.0,0.0,1.0,2021.0,Wolverhampton Wanderers,62.0,62.0,50.0,4.0,45.8,3.0,3.0,8.0,3.0,0.0,12.0,26.0,23.0,0.0,13.0,15.0,11.0,11.0,9.0,61.1,11.0,5.0,0.0,14.0,4.0,9.0,6.0,30.8,11.0,12.0,0.0,1,10,15,5,10,12,152,0
2022-08-20,12:30,Premier League,Matchweek 3,Sat,Away,L,0.0,1.0,Tottenham,0.7,1.7,50.0,61298.0,Rúben Neves,3-5-2,Simon Hooper,20.0,3.0,21.9,1.0,0.0,0.0,11.0,4.0,11.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,43.0,43.0,39.1,4.0,57.1,9.0,16.0,18.0,6.0,1.0,27.0,13.0,10.0,0.0,45.0,11.0,6.0,6.0,6.0,40.0,9.0,6.0,1.0,21.0,7.0,8.0,12.0,36.8,17.0,8.0,1.0,0,23,12,5,30,7,152,0
2022-08-28,14:00,Premier League,Matchweek 4,Sun,Home,D,1.0,1.0,Newcastle Utd,0.7,1.7,37.0,31311.0,Rúben Neves,4-3-3,Peter Bankes,10.0,4.0,20.7,1.0,0.0,0.0,21.0,6.0,18.1,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,71.0,71.0,58.6,4.0,50.0,2.0,11.0,21.0,8.0,0.0,27.0,30.0,21.0,2.0,12.0,21.0,8.0,13.0,9.0,80.0,7.0,5.0,0.0,23.0,8.0,15.0,10.0,57.1,12.0,11.0,1.0,1,18,14,6,23,16,152,0
2022-08-31,19:30,Premier League,Matchweek 5,Wed,Away,D,0.0,0.0,Bournemouth,1.5,0.4,65.0,10113.0,Rúben Neves,4-3-3,Anthony Taylor,17.0,3.0,17.7,1.0,0.0,0.0,5.0,2.0,16.1,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,45.0,45.0,60.0,5.0,40.0,9.0,4.0,27.0,9.0,0.0,24.0,12.0,9.0,1.0,26.0,15.0,6.0,11.0,7.0,40.0,10.0,12.0,0.0,13.0,4.0,6.0,6.0,20.0,13.0,14.0,0.0,0,2,19,2,2,16,152,0
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Home,W,1.0,0.0,Southampton,0.8,1.2,51.0,30546.0,Rúben Neves,4-3-3,John Brooks,7.0,2.0,12.9,0.0,0.0,0.0,12.0,1.0,16.4,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,65.0,65.0,55.6,8.0,50.0,7.0,7.0,16.0,4.0,0.0,22.0,14.0,11.0,1.0,20.0,22.0,7.0,16.0,13.0,50.0,11.0,9.0,0.0,20.0,9.0,10.0,12.0,42.9,18.0,11.0,0.0,1,22,15,5,10,16,152,1
2022-09-17,12:30,Premier League,Matchweek 8,Sat,Home,L,0.0,3.0,Manchester City,0.4,1.1,41.0,31578.0,Rúben Neves,4-3-3,Anthony Taylor,6.0,1.0,19.6,2.0,0.0,0.0,16.0,7.0,19.4,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,75.0,75.0,46.9,6.0,31.3,1.0,5.0,23.0,6.0,0.0,21.0,27.0,19.0,5.0,13.0,12.0,5.0,4.0,7.0,45.5,14.0,9.0,0.0,16.0,9.0,7.0,5.0,42.9,10.0,9.0,1.0,1,16,12,5,2,16,152,0
2022-10-01,17:30,Premier League,Matchweek 9,Sat,Away,L,0.0,2.0,West Ham,0.7,0.9,61.0,62444.0,Rúben Neves,3-4-3,Paul Tierney,15.0,4.0,21.6,0.0,0.0,0.0,18.0,5.0,20.3,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,36.0,36.0,50.0,6.0,38.9,11.0,7.0,19.0,6.0,2.0,15.0,24.0,16.0,1.0,26.0,15.0,7.0,6.0,4.0,77.8,9.0,2.0,0.0,19.0,8.0,10.0,12.0,53.3,10.0,6.0,0.0,0,26,17,5,22,4,152,0
2022-10-08,15:00,Premier League,Matchweek 10,Sat,Away,L,0.0,3.0,Chelsea,1.1,1.9,43.0,39940.0,João Moutinho,4-2-3-1,Simon Hooper,8.0,2.0,14.5,1.0,0.0,0.0,20.0,7.0,14.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,58.0,58.0,57.6,14.0,58.3,7.0,10.0,18.0,2.0,0.0,14.0,25.0,23.0,1.0,30.0,19.0,6.0,9.0,7.0,37.5,13.0,9.0,0.0,24.0,6.0,17.0,10.0,31.6,14.0,8.0,0.0,0,7,15,5,30,12,93,0
2022-10-15,15:00,Premier League,Matchweek 11,Sat,Home,W,1.0,0.0,Nott'ham Forest,1.3,1.5,58.0,31554.0,Rúben Neves,4-2-3-1,Thomas Bramall,8.0,1.0,16.8,0.0,1.0,1.0,9.0,1.0,19.9,1.0,0.0,1.0,2021.0,Wolverhampton Wanderers,64.0,64.0,56.0,7.0,53.8,9.0,5.0,22.0,5.0,1.0,22.0,43.0,30.0,3.0,24.0,28.0,14.0,18.0,6.0,66.7,19.0,4.0,0.0,25.0,8.0,12.0,12.0,42.1,17.0,15.0,0.0,1,20,15,5,33,12,152,1
2022-10-18,20:15,Premier League,Matchweek 12,Tue,Away,L,1.0,2.0,Crystal Palace,0.8,1.2,49.0,25125.0,Rúben Neves,4-2-3-1,David Coote,10.0,4.0,16.3,1.0,0.0,0.0,14.0,4.0,17.3,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,60.0,60.0,61.0,7.0,50.0,4.0,10.0,31.0,8.0,0.0,39.0,27.0,17.0,5.0,18.0,22.0,12.0,10.0,10.0,60.0,11.0,17.0,1.0,26.0,14.0,14.0,16.0,51.9,21.0,16.0,0.0,0,8,20,1,7,12,152,0
2022-10-23,14:00,Premier League,Matchweek 13,Sun,Home,L,0.0,4.0,Leicester City,2.1,0.9,60.0,31425.0,Rúben Neves,4-2-3-1,Michael Oliver,21.0,5.0,15.7,1.0,0.0,0.0,5.0,4.0,14.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,59.0,59.0,17.6,4.0,33.3,1.0,9.0,71.0,7.0,2.0,39.0,13.0,10.0,0.0,14.0,18.0,7.0,12.0,4.0,58.3,11.0,6.0,0.0,17.0,8.0,10.0,12.0,57.1,11.0,7.0,0.0,1,13,14,6,18,12,152,0
2022-10-29,15:00,Premier League,Matchweek 14,Sat,Away,D,1.0,1.0,Brentford,0.6,1.4,42.0,17051.0,Rúben Neves,4-2-3-1,Robert Madley,13.0,4.0,20.4,0.0,0.0,0.0,12.0,3.0,15.4,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,50.0,50.0,42.9,2.0,43.8,7.0,18.0,28.0,10.0,1.0,34.0,36.0,25.0,0.0,17.0,26.0,17.0,13.0,14.0,73.9,17.0,20.0,0.0,19.0,10.0,13.0,10.0,66.7,20.0,13.0,0.0,0,3,15,5,26,12,152,0
2022-11-05,15:00,Premier League,Matchweek 15,Sat,Home,L,2.0,3.0,Brighton,1.2,1.5,29.0,30732.0,Rúben Neves,4-3-3,Graham Scott,7.0,4.0,18.3,0.0,1.0,1.0,19.0,8.0,17.2,3.0,0.0,0.0,2021.0,Wolverhampton Wanderers,37.0,37.0,33.3,5.0,31.3,5.0,11.0,38.0,9.0,1.0,24.0,13.0,10.0,1.0,38.0,16.0,7.0,11.0,4.0,43.8,11.0,3.0,0.0,14.0,6.0,9.0,10.0,40.0,9.0,16.0,0.0,1,4,15,5,8,16,152,0
2022-11-12,19:45,Premier League,Matchweek 16,Sat,Home,L,0.0,2.0,Arsenal,0.7,2.1,38.0,34624.0,João Moutinho,5-3-2,Stuart Attwell,11.0,2.0,20.0,1.0,0.0,0.0,14.0,3.0,13.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,65.0,65.0,30.8,1.0,37.5,3.0,10.0,56.0,14.0,1.0,47.0,32.0,26.0,1.0,7.0,16.0,12.0,9.0,6.0,54.5,10.0,9.0,0.0,18.0,8.0,10.0,11.0,57.1,13.0,7.0,0.0,1,0,19,5,31,20,93,0
2022-12-26,15:00,Premier League,Matchweek 17,Mon,Away,W,2.0,1.0,Everton,0.8,1.7,42.0,39252.0,Rúben Neves,4-3-3,Craig Pawson,7.0,4.0,18.6,0.0,0.0,0.0,12.0,5.0,19.2,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,51.0,51.0,34.6,6.0,65.0,7.0,10.0,24.0,14.0,3.0,29.0,14.0,13.0,0.0,21.0,26.0,10.0,15.0,13.0,52.6,12.0,8.0,0.0,13.0,4.0,9.0,9.0,50.0,11.0,5.0,0.0,0,9,15,0,4,16,152,1
2022-12-31,12:30,Premier League,Matchweek 18,Sat,Home,L,0.0,1.0,Manchester Utd,0.7,2.0,46.0,31658.0,Rúben Neves,4-2-3-1,Robert Jones,10.0,3.0,17.3,2.0,0.0,0.0,16.0,6.0,14.9,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,41.0,41.0,54.2,6.0,55.0,9.0,6.0,28.0,6.0,1.0,25.0,12.0,8.0,0.0,30.0,9.0,2.0,6.0,3.0,40.0,7.0,8.0,2.0,24.0,6.0,10.0,8.0,54.5,8.0,8.0,1.0,1,17,12,5,25,12,152,0
2023-01-04,20:00,Premier League,Matchweek 19,Wed,Away,D,1.0,1.0,Aston Villa,0.9,1.8,44.0,39978.0,Rúben Neves,4-2-3-1,Jarred Gillett,10.0,3.0,14.2,0.0,0.0,0.0,13.0,3.0,19.2,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,61.0,61.0,44.8,8.0,42.9,6.0,19.0,54.0,13.0,1.0,50.0,30.0,25.0,4.0,29.0,17.0,9.0,8.0,8.0,69.2,9.0,6.0,0.0,19.0,15.0,9.0,11.0,57.7,9.0,10.0,1.0,0,1,20,2,9,12,152,0
2023-01-14,15:00,Premier League,Matchweek 20,Sat,Home,W,1.0,0.0,West Ham,0.9,1.1,58.0,31511.0,Rúben Neves,4-2-3-1,Simon Hooper,17.0,4.0,20.0,0.0,0.0,0.0,16.0,3.0,18.4,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,43.0,43.0,40.9,3.0,36.4,7.0,17.0,49.0,14.0,2.0,48.0,16.0,12.0,0.0,36.0,10.0,7.0,5.0,5.0,53.8,8.0,11.0,0.0,18.0,13.0,8.0,10.0,65.0,8.0,12.0,0.0,1,26,15,5,30,12,152,1
2023-01-22,14:00,Premier League,Matchweek 21,Sun,Away,L,0.0,3.0,Manchester City,0.8,2.8,45.0,53282.0,Rúben Neves,4-3-3,David Coote,10.0,1.0,16.4,0.0,0.0,0.0,12.0,5.0,14.8,0.0,1.0,1.0,2021.0,Wolverhampton Wanderers,58.0,58.0,25.0,4.0,53.8,4.0,10.0,44.0,10.0,0.0,38.0,16.0,14.0,0.0,13.0,8.0,3.0,4.0,3.0,27.3,13.0,7.0,3.0,18.0,9.0,11.0,15.0,81.8,19.0,6.0,0.0,0,16,14,6,7,16,152,0
2023-02-04,15:00,Premier League,Matchweek 22,Sat,Home,W,3.0,0.0,Liverpool,2.0,1.8,41.0,31664.0,Rúben Neves,4-4-2,Paul Tierney,12.0,5.0,18.3,0.0,0.0,0.0,22.0,2.0,19.5,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,49.0,49.0,30.8,2.0,45.8,6.0,7.0,47.0,12.0,1.0,39.0,19.0,16.0,0.0,27.0,24.0,7.0,13.0,14.0,38.9,13.0,9.0,0.0,17.0,7.0,10.0,5.0,58.3,10.0,9.0,1.0,1,14,15,5,22,18,152,1
2023-02-11,15:00,Premier League,Matchweek 23,Sat,Away,W,2.0,1.0,Southampton,0.8,1.1,59.0,29751.0,Rúben Neves,4-2-3-1,Jarred Gillett,11.0,1.0,18.7,0.0,0.0,0.0,17.0,2.0,17.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,60.0,60.0,27.3,4.0,20.0,5.0,20.0,81.0,15.0,3.0,40.0,37.0,24.0,2.0,8.0,23.0,11.0,15.0,11.0,78.6,6.0,13.0,0.0,23.0,8.0,15.0,9.0,53.3,6.0,10.0,1.0,0,22,15,5,9,12,152,1
2023-02-18,15:00,Premier League,Matchweek 24,Sat,Home,L,0.0,1.0,Bournemouth,1.3,1.1,68.0,31222.0,Rúben Neves,4-2-3-1,Michael Salisbury,15.0,4.0,13.3,0.0,0.0,0.0,5.0,1.0,14.0,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,42.0,42.0,36.4,6.0,60.0,5.0,9.0,44.0,6.0,0.0,40.0,20.0,14.0,1.0,20.0,17.0,5.0,10.0,11.0,38.5,5.0,6.0,0.0,17.0,9.0,11.0,5.0,60.0,8.0,9.0,0.0,1,2,15,5,19,12,152,0
2023-02-24,20:00,Premier League,Matchweek 25,Fri,Away,D,1.0,1.0,Fulham,0.8,0.5,49.0,24399.0,Rúben Neves,4-4-2,Michael Oliver,8.0,2.0,18.1,0.0,0.0,0.0,10.0,5.0,24.2,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,29.0,29.0,37.5,6.0,50.0,7.0,9.0,56.0,18.0,0.0,49.0,13.0,9.0,0.0,33.0,16.0,8.0,9.0,6.0,72.7,9.0,3.0,0.0,18.0,11.0,10.0,10.0,61.1,10.0,11.0,0.0,0,10,20,4,18,18,152,0
2023-03-01,20:00,Premier League,Matchweek 7,Wed,Away,L,0.0,2.0,Liverpool,0.8,2.6,43.0,53259.0,Rúben Neves,4-2-3-1,Paul Tierney,4.0,1.0,11.0,0.0,0.0,0.0,15.0,6.0,13.6,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,38.0,38.0,60.0,3.0,40.9,5.0,14.0,30.0,8.0,0.0,34.0,17.0,12.0,1.0,25.0,28.0,8.0,11.0,16.0,53.3,4.0,13.0,1.0,19.0,7.0,13.0,8.0,41.2,13.0,10.0,0.0,0,14,20,2,22,12,152,0
2023-03-04,15:00,Premier League,Matchweek 26,Sat,Home,W,1.0,0.0,Tottenham,0.5,1.2,46.0,31585.0,Rúben Neves,4-2-3-1,Tim Robinson,8.0,5.0,21.0,0.0,0.0,0.0,21.0,6.0,20.6,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,42.0,42.0,46.7,2.0,40.0,1.0,12.0,50.0,13.0,1.0,30.0,12.0,12.0,0.0,16.0,18.0,6.0,11.0,11.0,66.7,14.0,15.0,1.0,11.0,5.0,6.0,1.0,50.0,18.0,10.0,1.0,1,23,15,5,34,12,152,1
2023-03-12,16:30,Premier League,Matchweek 27,Sun,Away,L,1.0,2.0,Newcastle Utd,1.1,1.8,57.0,52240.0,Rúben Neves,4-2-3-1,Andy Madley,7.0,4.0,19.5,1.0,0.0,0.0,19.0,8.0,15.9,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,46.0,46.0,48.1,2.0,21.1,7.0,7.0,58.0,5.0,2.0,40.0,19.0,12.0,2.0,24.0,33.0,16.0,18.0,21.0,57.1,17.0,7.0,0.0,24.0,9.0,11.0,12.0,50.0,12.0,8.0,1.0,0,18,16,6,1,12,152,0
2023-03-18,15:00,Premier League,Matchweek 28,Sat,Home,L,2.0,4.0,Leeds United,2.7,1.6,65.0,31570.0,Rúben Neves,4-3-3,Michael Salisbury,23.0,8.0,16.1,1.0,0.0,0.0,11.0,4.0,17.7,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,44.0,44.0,44.4,5.0,26.1,7.0,0.0,39.0,17.0,1.0,45.0,18.0,10.0,2.0,24.0,21.0,11.0,8.0,13.0,55.0,19.0,18.0,1.0,18.0,5.0,13.0,7.0,50.0,16.0,15.0,0.0,1,12,15,5,19,16,152,0
2023-04-01,15:00,Premier League,Matchweek 29,Sat,Away,D,1.0,1.0,Nott'ham Forest,0.5,1.3,71.0,29368.0,Rúben Neves,4-2-3-1,Chris Kavanagh,8.0,1.0,17.2,0.0,0.0,0.0,17.0,7.0,16.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,58.0,58.0,53.3,6.0,43.8,4.0,14.0,51.0,13.0,2.0,46.0,25.0,22.0,1.0,30.0,24.0,10.0,13.0,11.0,41.7,14.0,9.0,0.0,19.0,7.0,14.0,11.0,50.0,6.0,19.0,0.0,0,20,15,5,3,12,152,0
2023-04-08,15:00,Premier League,Matchweek 30,Sat,Home,W,1.0,0.0,Chelsea,0.6,1.1,38.0,31614.0,Max Kilman,4-4-2,Peter Bankes,9.0,4.0,24.2,0.0,0.0,0.0,13.0,1.0,16.7,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,45.0,45.0,33.3,3.0,35.3,14.0,9.0,60.0,8.0,2.0,29.0,18.0,13.0,0.0,26.0,21.0,5.0,17.0,11.0,41.7,8.0,7.0,0.0,23.0,9.0,14.0,11.0,40.9,12.0,7.0,0.0,1,7,15,5,23,18,119,1
2023-04-15,15:00,Premier League,Matchweek 31,Sat,Home,W,2.0,0.0,Brentford,0.8,1.1,50.0,30769.0,Max Kilman,4-4-2,Paul Tierney,11.0,9.0,18.4,0.0,0.0,0.0,10.0,3.0,15.6,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,41.0,41.0,60.0,2.0,33.3,7.0,10.0,43.0,11.0,0.0,38.0,18.0,14.0,0.0,38.0,17.0,8.0,13.0,10.0,47.1,14.0,8.0,1.0,31.0,19.0,22.0,18.0,52.8,16.0,13.0,0.0,1,3,15,5,22,18,119,1
2023-04-22,15:00,Premier League,Matchweek 32,Sat,Away,L,1.0,2.0,Leicester City,0.9,2.4,58.0,32053.0,Max Kilman,4-4-2,Andy Madley,16.0,3.0,20.7,2.0,0.0,0.0,14.0,6.0,19.0,0.0,1.0,1.0,2021.0,Wolverhampton Wanderers,59.0,59.0,59.1,6.0,51.9,2.0,5.0,33.0,4.0,0.0,26.0,17.0,13.0,0.0,31.0,19.0,9.0,15.0,10.0,45.0,17.0,12.0,1.0,27.0,12.0,16.0,14.0,54.5,13.0,10.0,0.0,0,13,15,5,1,18,119,0
2023-04-25,19:30,Premier League,Matchweek 33,Tue,Home,W,2.0,0.0,Crystal Palace,1.4,0.8,41.0,30294.0,Rúben Neves,4-4-2,Robert Jones,8.0,2.0,17.0,0.0,1.0,1.0,14.0,4.0,18.3,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,68.0,68.0,70.8,6.0,60.0,3.0,12.0,42.0,14.0,1.0,40.0,28.0,22.0,2.0,7.0,26.0,9.0,17.0,14.0,45.0,16.0,12.0,0.0,23.0,16.0,15.0,14.0,59.3,9.0,12.0,0.0,1,8,19,1,25,18,152,1
2023-04-29,15:00,Premier League,Matchweek 34,Sat,Away,L,0.0,6.0,Brighton,0.8,3.3,43.0,31584.0,Rúben Neves,4-4-2,David Coote,10.0,2.0,18.7,0.0,0.0,0.0,22.0,8.0,16.5,0.0,0.0,0.0,2021.0,Wolverhampton Wanderers,49.0,49.0,57.7,0.0,56.3,4.0,12.0,45.0,10.0,0.0,49.0,15.0,11.0,0.0,19.0,24.0,10.0,14.0,15.0,35.7,24.0,9.0,1.0,15.0,10.0,11.0,4.0,52.6,14.0,15.0,0.0,0,4,15,5,7,18,152,0
2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,W,1.0,0.0,Aston Villa,0.8,1.5,38.0,31641.0,Rúben Neves,4-4-2,Stuart Attwell,6.0,2.0,17.6,0.0,0.0,0.0,16.0,3.0,16.0,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,43.0,43.0,55.6,1.0,54.2,4.0,11.0,50.0,9.0,0.0,26.0,7.0,3.0,0.0,25.0,15.0,8.0,11.0,7.0,57.1,10.0,8.0,0.0,20.0,8.0,13.0,8.0,42.1,18.0,6.0,0.0,1,1,15,5,31,18,152,1
2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,L,0.0,2.0,Manchester Utd,0.3,3.2,52.0,73570.0,Rúben Neves,4-4-2,John Brooks,5.0,0.0,10.5,0.0,0.0,0.0,27.0,9.0,19.3,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,46.0,46.0,57.1,1.0,57.1,3.0,8.0,60.0,5.0,1.0,29.0,13.0,10.0,1.0,36.0,18.0,12.0,13.0,6.0,52.2,8.0,9.0,1.0,24.0,19.0,14.0,14.0,51.4,12.0,8.0,1.0,0,17,15,5,10,18,152,0
2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,D,1.0,1.0,Everton,1.6,2.0,52.0,31684.0,Rúben Neves,4-4-2,David Coote,13.0,5.0,17.9,1.0,0.0,0.0,19.0,4.0,17.1,2.0,0.0,0.0,2021.0,Wolverhampton Wanderers,57.0,57.0,52.4,1.0,54.2,10.0,13.0,65.0,19.0,0.0,58.0,14.0,11.0,1.0,33.0,24.0,8.0,18.0,14.0,42.1,15.0,12.0,1.0,13.0,4.0,7.0,4.0,20.0,15.0,6.0,0.0,1,9,15,5,7,18,152,0
2023-05-28,16:30,Premier League,Matchweek 38,Sun,Away,L,0.0,5.0,Arsenal,0.5,2.8,49.0,60095.0,Max Kilman,4-3-3,Andre Marriner,6.0,0.0,14.7,1.0,0.0,0.0,14.0,8.0,13.7,1.0,0.0,0.0,2021.0,Wolverhampton Wanderers,65.0,65.0,45.5,8.0,31.8,9.0,21.0,55.0,14.0,3.0,41.0,38.0,26.0,0.0,21.0,27.0,12.0,15.0,15.0,52.2,11.0,3.0,0.0,22.0,9.0,13.0,13.0,39.1,26.0,10.0,0.0,0,0,16,6,0,16,119,0
2022-08-07,16:30,Premier League,Matchweek 1,Sun,Home,L,0.0,2.0,Manchester City,0.5,2.2,25.0,62443.0,Declan Rice,4-2-3-1,Michael Oliver,6.0,1.0,16.3,0.0,0.0,0.0,13.0,1.0,18.7,1.0,1.0,1.0,2021.0,West Ham United,71.0,71.0,61.1,2.0,44.0,8.0,13.0,51.0,10.0,1.0,29.0,15.0,12.0,0.0,30.0,18.0,11.0,13.0,11.0,40.7,14.0,13.0,1.0,24.0,11.0,13.0,9.0,55.0,12.0,6.0,0.0,1,16,16,6,18,12,48,0
2022-08-14,14:00,Premier League,Matchweek 2,Sun,Away,L,0.0,1.0,Nott'ham Forest,2.1,1.3,57.0,29281.0,Declan Rice,4-3-3,Robert Jones,18.0,3.0,19.3,2.0,0.0,1.0,13.0,6.0,14.1,1.0,0.0,0.0,2021.0,West Ham United,38.0,38.0,45.8,3.0,50.0,4.0,4.0,21.0,6.0,0.0,23.0,13.0,6.0,1.0,26.0,12.0,3.0,6.0,2.0,50.0,11.0,9.0,0.0,13.0,6.0,6.0,6.0,26.1,10.0,9.0,0.0,0,20,14,6,25,16,48,0
